8478.471495748086, 10800.710468142815, 6897.739521964544, 9357.933284798564
7922.447839853352, 12736.676534463848, 8288.065119508865, 5333.533357600718
5922.806326979737, 10636.82289769808, 5287.285673776676, 7573.659177111258
4721.756886852406, 20643.14484214339, 7906.418982828651, 5667.066715201436
3836.729646783681, 12401.899259866688, 7188.577513990601, 8036.6896348301825
2080.508667552824, 20855.097202791567, 5896.649882551892, 6892.737126645807
0.0, 8379.150337748075, 10470.895266097608, 9042.709939656117
0.0, 18641.803500171693, 7314.861125556592, 7886.892309230716
0.0, 6253.299539969714, 11228.720179378808, 9494.952918506277
0.0, 14507.452918506277, 7091.913492507788, 8378.037339402657
0.0, 6298.991164350363, 10793.864509618521, 9727.076977934685
0.0, 13202.90157426071, 8026.72880649236, 8643.060880149518
0.0, 6817.059081884846, 10234.7456849671, 9843.331109316408
0.0, 12754.811290797255, 9958.924664956743, 8792.022391182176
0.0, 7042.982565639231, 10262.069727612143, 9846.779282380596
0.0, 13024.427825268624, 11449.168729033807, 8882.856836523972
0.0, 7765.214934632988, 11436.270997667569, 9832.352146746583
0.0, 10998.265081166366, 10180.670964989142, 8971.967195333673
0.0, 9446.395877597592, 12770.335138990944, 9828.845598127738
0.0, 8714.029309127429, 11903.008588356255, 9068.291121960381
0.0, 13598.513205841677, 10789.006106057974, 9838.938881055452
0.0, 10152.932493784581, 14402.643591651984, 9166.368322896513
0.0, 21826.119873138137, 9949.814897739689, 9863.050325209388
0.0, 13059.497476991786, 11217.415554486597, 9259.398882368787
0.0, 8882.175966196759, 7760.993101913697, 9893.526885032228
0.0, 9059.947561773493, 8035.963439763707, 9340.373719764093
0.0, 7976.549872152676, 10740.927987005598, 9920.477751535394
0.0, 14798.293812425865, 6788.387303592459, 9406.110277247979
0.0, 11802.344532092122, 12738.52885728634, 9939.765853769326
0.0, 18352.617466684347, 8584.63219061428, 9458.371401480283
0.0, 13743.185318543925, 5560.8719135551955, 9952.564134563558
0.0, 17825.427034571505, 8454.709296215526, 9500.988474595619
0.0, 7262.3532036569195, 7436.934212125736, 9961.53583756263
0.0, 23116.63859341517, 6438.215829041649, 9537.206407313839
0.0, 3853.901959059817, 12326.86934602696, 9975.844929588957
0.0, 14988.344929588957, 4910.0444560605, 9568.938488532523
0.0, 3241.6165062001637, 9677.309209872303, 9955.987156565203
0.0, 14043.196975029525, 5937.790181535678, 9593.516023738044
0.0, 3391.6761347927295, 6141.075222188295, 9949.596461179477
0.0, 13723.69436096472, 7350.037676814283, 9628.022445455443
0.0, 3447.3217115314364, 4439.667221683257, 9974.460121497359
0.0, 13526.428146784177, 10752.532040433318, 9665.724214865704
0.0, 3378.3250500121944, 8659.472574914173, 9987.804751186464
0.0, 10501.94055140649, 2015.6738277772401, 9690.994154117025
0.0, 3349.578418624576, 12437.30983204627, 9979.024479606678
0.0, 7610.118094528612, 7512.5, 9709.591778523793
0.0, 3598.701700561977, 8280.823587035322, 9988.738435934014
0.0, 7581.663868483742, 9453.267625965298, 9732.579538720453
0.0, 3547.6523145252822, 4895.37066701595, 10000.184793838635
0.0, 7686.715515901256, 14934.384117184894, 9750.710320753446
0.0, 3560.2413403772307, 7765.605281049951, 9995.057887882482
0.0, 7693.888855116449, 4585.388331468387, 9763.117923834128
0.0, 3630.4193083684518, 7960.119833686256, 9998.535195143008
0.0, 7704.232465349873, 3164.7664481351603, 9778.088979892887
0.0, 3693.7097559905146, 7225.094915984607, 10008.011599682395
0.0, 7724.120713846485, 7512.5, 9791.321382321385
0.0, 3787.983348820161, 5327.770563318436, 10002.772950125334
0.0, 7750.276516070405, 13362.428813011546, 9799.815582480187
0.0, 3798.4042138189047, 9869.780844977653, 10004.326700590036
0.0, 7747.198537748958, 4827.159735111498, 9810.92910741752
0.0, 3900.3960130128116, 12295.34965770782, 10013.90727985962
0.0, 7773.6449436844, 7512.5, 9821.265757122503
0.0, 4103.837340220718, 7461.755780242833, 10006.668320586912
0.0, 7812.14124391741, 9559.737756719134, 9826.812117192692
0.0, 4854.827289308471, 4424.886955532823, 10008.536792896988
0.0, 7956.358324923026, 14073.08406959032, 9835.977956899236
0.0, 7221.258994018465, 7512.5, 10020.693081050973
0.0, 8351.77651367793, 4761.425303353928, 9844.209560450741
0.0, 12733.711175436665, 8226.436947807259, 10009.651718681931
0.0, 10288.23457967148, 3124.1647459205924, 9846.363019925255
0.0, 21003.114653294826, 5740.35148200371, 10017.452242102327
0.0, 11308.625599307043, 7512.5, 9854.037160584288
0.0, 12897.383414588272, 2.6932449263853533, 10026.382095390818
0.0, 5688.768687412933, 14475.986388497218, 9857.811039533124
0.0, 11043.845303386232, 7512.5, 10111.863515098674
0.0, 3628.4170833328726, 7614.707434470495, 9857.119991837715
0.0, 11500.324596984072, 7924.260208627086, 10106.806404021314
0.0, 3736.5236332765835, 4431.02110986721, 9813.688234288378
0.0, 8995.849274332879, 11600.036698021398, 9805.85778667219
0.0, 3593.1715977907656, 8215.8365083305, 9772.785032277721
0.0, 7479.830421747636, 3725.1942389583332, 9911.513669528002
0.0, 3601.4353432990915, 11136.227238979702, 9882.356138941626
0.0, 7509.028406608609, 7512.5, 10037.62115338914
0.0, 3590.310505047795, 7141.014144122456, 9939.099304177626
0.0, 7574.664901056379, 10429.079570765225, 10108.943083918326
0.0, 3669.4961652408197, 4269.190907222137, 9932.788727483055
0.0, 7585.303935254354, 11731.131568485838, 10151.893431829514
0.0, 3667.135303251638, 7512.5, 9890.817185523892
0.0, 7541.471501843092, 4515.865812372356, 10057.509965503505
